,0
0,FXYD1
1,OSR1
2,MAOA
3,SLIT2
4,GHR
5,PIP
6,TSHZ2
7,INHBB
8,NDN
9,RAI2
10,PTN
11,ZFP36
12,GPR124
13,JAM2
14,EGR1
15,CSRP1
16,CCL14
17,FOSB
18,MATN2
19,OXTR
20,SHE
21,KRT15
22,SRPX
23,HLF
24,DUSP4
25,TMEM178A
26,VIPR1
27,TLE2
28,FHL1
29,SERPING1
30,SCUBE2
31,GRAMD3
32,DEFB1
33,APOD
34,FRMD6
35,MME
36,COX7A1
37,GPX3
38,DIRAS3
39,SERHL2
40,ENPP2
41,LMOD1
42,CTSG
43,COL17A1
44,BBOX1
45,OGN
46,DUSP6
47,CLDN11
48,FGF1
49,GPRASP1
50,MAMDC2
51,CES1
52,LOC100131993
53,AK5
54,SCGB2A1
55,PTHLH
56,SERHL
57,SAA2
58,ANO1
59,AQP1
60,ADRA2A
61,IL17B
62,PLAT
63,CX3CL1
64,TCEAL7
65,MEOX1
66,DPT
67,APCDD1
68,PELI2
69,CSRNP1
70,NTRK2
71,ALDH1A1
72,SCGB2A2
73,C16ORF89
74,PI15
75,SDPR
76,DLK1
77,EGR2
78,ADAMTS5
79,"LOC100505614
"
80,PLIN4
81,PPP1R14A
82,WLS
83,FABP4
84,ZCCHC24
85,AOX1
86,ANXA1
87,C2ORF40
88,CD200
89,KRT14
90,MIR205HG
91,SPARCL1
92,HCAR3
93,FTO
94,REEP6
95,STAC2
96,ITIH2
97,CLDN8
98,EGR3
99,HBA1
100,MAB21L1
101,ZNF204P
102,ADH1B
103,NDNF
104,IGF1
105,CXCL12
106,ALDH3B2
107,SH3BGRL2
108,PDGFRL
109,LYVE1
110,CRACR2B
111,EMCN
112,ALOX15B
113,RASSF6
114,AKR1C3
115,NTN4
116,HSPB6
117,CYP26A1
118,NOSTRIN
119,TGFBR3
120,TFAP2B
121,PON3
122,MFAP4
123,LRRN4CL
124,HSD17B2
125,SCGB3A1
126,AOC3
127,MUCL1
128,PTGDS
129,CYR61
130,FIGF
131,PROS1
132,GSTM2
133,AFAP1L2
134,ITGA7
135,CFI
136,MIR100HG
137,KCNMB1
138,FMO2
139,CLEC3B
140,FMO1
141,OLFM4
142,TNXB
143,SCGB1D2
144,ITM2A
145,CCL21
146,SOCS2
147,ACTA2
148,TSPAN7
149,KIT
150,EPHX2
151,IL33
152,UGT2B28
153,LTBP2
154,EGF
155,CDO1
156,SPRY2
157,GSTM1
158,ABCA6
159,EFHD1
160,LOC100131541
161,NR2F1
162,HPGD
163,HBB
164,CHRDL1
165,OLFML3
166,DCN
167,CFD
168,NGFR
169,KLK5
170,WIF1
171,TMTC1
172,EBF1
173,PPAP2B
174,KRT5
175,CA4
176,TRIM68
177,ADIPOQ
178,GPIHBP1
179,PDLIM1
180,OLFML2A
181,G0S2
182,CBX7
183,IGSF10
184,SAMD5
185,IGF2
186,FOS
187,AKR1B10
188,IGFBP6
189,SCN4B
190,SEMA5A
191,IRX1
192,LAMB3
193,FAM189A2
194,SEMA3G
195,CLU
196,SCARA5
197,GLT8D2
198,EPB41L4A-AS1
199,PENK
200,LTF
201,THRSP
202,SLC7A3
203,TRIL
204,ZNF662
205,GEM
206,TSPAN8
207,TFPI2
208,ARHGAP36
209,COL6A6
210,FHOD3
211,KLHL13
212,PIGR
213,MYH11
214,AZGP1
215,PDGFD
216,ACSM3
217,ZBTB16
218,IGJ
219,MEIS2
220,PDE2A
221,PGR
222,HMGCS2
223,PLSCR4
224,STC2
225,XDH
226,AMIGO2
227,ANKRD29
228,CITED1
229,TCN1
230,GSTM5
231,TAC1
232,LHFP
233,TAGLN
234,EHD2
235,C1ORF226
236,PLIN1
237,OLFML1
238,EFEMP1
239,C9ORF152
240,PIK3R1
241,RNF39
242,CALML3
243,PDZK1
244,FLRT3
245,ACKR1
246,KLF4
247,GGTLC1
248,CNN1
249,ADHFE1
250,PHYHD1
251,GRP
252,CFH
253,TIMP4
254,HOXA5
255,CAV1
256,MIR143HG
257,HEPACAM2
258,ANKRD30A
259,INMT
260,EGFLAM
261,LOC100507248
262,SLC28A3
263,CCL28
264,ITIH5
265,CD248
266,STEAP2
267,PAMR1
268,PROL1
269,ARL4A
270,FCGBP
271,CLDN5
272,FBLN5
273,CD34
