,0
0,GGH
1,MAOA
2,CDCA7
3,STC1
4,S100P
5,CPB1
6,CITED1
7,PROL1
8,PRAME
9,C1ORF64
10,CXCL11
11,SEMA3C
12,CRACR2B
13,NPY1R
14,AKR1C3
15,AREG
16,ZBTB16
17,COL9A3
18,MATN2
19,RAD21
20,CX3CL1
21,CCDC74A
22,DIRAS3
23,SCUBE2
24,HPGD
25,CLIC6
26,DHRS2
27,DUSP4
28,HBB
29,SERPINA5
30,ABCC11
31,NTN4
32,CALML5
33,MYO5C
34,CDC6
35,ZNF204P
36,PGR
37,AKR1B10
38,STC2
39,FMO1
40,OLFM4
41,CXCL10
42,IRS1
43,PGLYRP2
44,SERHL
45,WIF1
46,PHYHD1
47,TCN1
48,CALML3
49,GPD1L
50,C9ORF152
51,STEAP2
52,SCGB2A1
53,PDZK1
54,TAC1
55,TIMP4
56,CXCL14
57,GFRA1
58,CLCA2
59,EGFLAM
60,OXTR
61,CYP26A1
62,ADAMDEC1
63,FAM189A2
64,FCGBP
65,XDH
66,SLC7A5
67,ALOX15B
68,COL2A1
69,ZNF662
70,LRP2
