,0
0,MB
1,PSMD2
2,H1F0
3,HSP90B1
4,SNHG1
5,NME1
6,EBPL
7,RPL36
8,"SF3B6
"
9,DEK
10,FRAT2
11,NOL11
12,RAB25
13,EGR3
14,RAB10
15,TOP2B
16,CLU
17,IER3
18,F11R
19,TMEM64
20,IDI1
21,GTF2IP1
22,IER5
23,FAM96A
24,RPS13
25,RARS
26,ADIRF
27,G6PD
28,TAGLN2
29,PRDX1
30,LDOC1
31,EIF3CL
32,SLC38A2
33,RPL39
34,SUMO2
35,RPL23A
36,CYCS
37,NPTN
38,ISOC1
39,SUMO1
40,HLA-A
41,FKBP4
42,NCOA4
43,ABCE1
44,RPSA
45,DHX40
46,PHB
47,ITM2B
48,MRPL16
49,GPI
50,MSMO1
51,LAPTM4B
52,PHB2
53,SNRPG
54,GARS
55,BOLA3
56,TUBB
57,TXNIP
58,DYNLT3
59,COA4
60,ADRM1
61,SYTL2
62,KIAA0101
63,MRPS24
64,DNAJA1
65,FAM96B
66,UQCRH
67,DRG1
68,PRDX4
69,MRFAP1
70,PA2G4
71,SF3B5
72,FOXA1
73,C6ORF48
74,HIST1H2BK
75,MT2A
76,RRM2
77,SCP2
78,PTMAP5
79,TMBIM4
80,ATP9A
81,DNAJC1
82,USP32P2
83,TACSTD2
84,PPP3CA
85,SLC25A5
86,PSMA5
87,SLC6A14
88,AARS
89,HINT1
90,C14ORF166
91,DPM1
92,PTPLAD1
93,APPBP2
94,LINC00657
95,SNRPD2
96,TM9SF2
97,SEC11A
98,RPL17
99,CA12
100,CRNDE
101,ATP1B1
102,CDH3
103,SERF2
104,XPOT
105,SERPINA3
106,OSBPL9
107,LYPLA1
108,HSPB8
109,TUFT1
110,CBWD1
111,MAPK6
112,SMIM15
113,TUBB4B
114,NPY1R
115,HOXC6
116,CELSR2
117,TRIM37
118,SUMF1
119,DTX3L
120,UBE2C
121,NCOA3
122,AGR2
123,HSPH1
124,PPIB
125,NR2F2
126,RNASEH2A
127,ARNT2
128,TPBG
129,ZG16B
130,NHP2
131,DKK1
132,TSKU
133,GNS
134,IRF2BPL
135,ZNF217
136,GBAS
137,EMG1
138,SYTL5
139,EIF4A1
140,ACSL3
141,CD63
142,ATP6
143,CSTA
144,MRPL3
145,RPL26L1
146,SELT
147,WDR82
148,HSPA1B
149,MRPL15
150,DCTPP1
151,ID3
152,DDR1
153,NPM1
154,RAB31
155,ODC1
156,SNHG8
157,RPL13AP6
158,FBL
159,TCEAL1
160,NDUFA4
161,TUBB3
162,BTG1
163,TMEM106C
164,IARS
165,NOP58
166,PTTG1
167,C20ORF24
168,CCT3
169,CSDE1
170,CMC2
171,CREG1
172,ILF2
173,CCDC53
174,MYO1B
175,LINC00052
176,TMEM123
177,CCT6A
178,EFNA1
179,COMT
180,NELFCD
181,SDCBP
182,SELENBP1
183,CYC1
184,SNRNP25
185,TMEM205
186,CCT2
187,NDUFB9
188,CD55
189,FAM107B
190,KIAA1191
191,REEP5
192,ANXA2P2
193,S100A9
194,ESR1
195,RPL11
196,MIR1244-3
197,GLB1
198,PSMD12
199,PMP22
200,PRELID1
201,HILPDA
202,GREB1
203,DDX39A
204,FOLR1
205,IFI6
206,MLPH
207,SLIRP
208,RAN
209,TUBA1B
210,IMP4
211,PSMD8
212,PRMT1
213,UQCRQ
214,NBPF14
215,CUTA
216,BAMBI
217,B4GALT1
218,LXN
219,GRB14
220,TFF1
221,UBE2M
222,PRKAR1A
223,ARL6IP1
224,SLC7A5
225,HSPA8
226,MRPL33
227,DARS2
228,SLC39A6
229,SEP15
230,NOP10
231,BOLA2
232,SEC61G
233,NDUFB11
234,RPL26
235,TSPAN13
236,CDH1
237,PSMB6
238,PRPF4
239,TUBA1C
240,MRFAP1L1
241,TMEM150C
242,TMC4
243,COX6C
244,HIST1H2AC
245,LETMD1
246,DDX21
247,PSMD14
248,TCN1
249,STARD10
250,CD164
251,NDUFAB1
252,GLRX2
253,PSMC1
254,PEG10
255,"SNHG19
"
256,TMEM14A
257,MIR4435-1HG
258,ATOX1
259,SNRPB
260,DSTN
261,STIP1
262,TMEM59
263,MYL12B
264,TFRC
265,GAPDH
266,PRSS23
267,COX2
268,MYO6
269,GSTM3
270,FTH1P5
271,PIM3
272,TMBIM6
273,EEF2
274,CDIPT
275,PTP4A1
276,MRPS17
277,TRMT112
278,ISG15
279,SCD
280,GLO1
281,C14ORF2
282,H3F3AP4
283,SERINC3
284,BASP1
285,S100A7
286,YBX1
287,DDIT4
288,RPS25
289,ATIC
290,PNRC1
291,SRSF2
292,PSMB5
293,AKTIP
294,MORF4L1
295,SRM
296,SH3BGRL
297,CALB2
298,MORF4
299,SGCG
300,MTCH1
301,SAT1
302,VMP1
303,SEPP1
304,YWHAQ
305,HMGN3
306,DYNLL1
307,TFAP2C
308,FAM84B
309,ATP5B
310,MALAT1
311,HSP90AA1
312,NDUFS3
313,CDK4
314,RNF11
315,PTPLA
316,SPANXA1
317,NAA20
318,C6ORF211
319,RPN2
320,EIF4B
321,CDKN3
322,PIK3R3
323,C1QBP
324,CCT7
325,NPNT
326,LSM3
327,MDH1
328,ERH
329,EIF3D
330,TSPYL4
331,APP
332,WSB2
333,GABARAP
334,SYNGR2
335,RAB11A
336,ANK3
337,GRN
338,UCP2
339,NUP107
340,CNIH1
341,B2M
342,RPLP1
343,COX6B1
344,ATP5E
345,MIF
346,NME7
347,ARMCX6
348,RPL6
349,NBPF15
350,HSPE1
351,MRPL36
352,MT1X
353,TBCA
354,GPR160
355,MRPL37
356,PPIF
357,AHSA1
358,HLA-C
359,PKM
360,FHL1
361,PSMB7
362,PLK2
363,RPL18AP3
364,TMSB10
365,RPL9
366,CKS1B
367,S100A8
368,RPS18
369,MYEOV2
370,PGAM1
371,SH3YL1
372,PSMB4
373,LYSMD2
374,MFSD1
375,CEBPB
376,CD99
377,PDIA6
378,PRMT5
379,CTSD
380,C19ORF53
381,PSMA6
382,PAICS
383,PTTG1IP
384,RBL2
385,ATF4
386,EPCAM
387,ANXA9
388,SOCS2
