,0
0,FXYD1
1,OSR1
2,SLIT2
3,GHR
4,PIP
5,TSHZ2
6,INHBB
7,NDN
8,RAI2
9,PTN
10,EGR1
11,JAM2
12,CSRP1
13,CCL14
14,FOSB
15,MATN2
16,OXTR
17,SHE
18,KRT15
19,SRPX
20,HLF
21,TMEM178A
22,VIPR1
23,FHL1
24,SERPING1
25,SCUBE2
26,GRAMD3
27,DEFB1
28,APOD
29,MME
30,GPX3
31,AMT
32,DIRAS3
33,SERHL2
34,ENPP2
35,LMOD1
36,CTSG
37,COL17A1
38,BBOX1
39,OGN
40,CLDN11
41,FGF1
42,GPRASP1
43,MAMDC2
44,CES1
45,LOC100131993
46,AK5
47,SCGB2A1
48,PTHLH
49,SERHL
50,SAA2
51,ANO1
52,IL17B
53,CX3CL1
54,TCEAL7
55,MEOX1
56,DPT
57,APCDD1
58,PELI2
59,NTRK2
60,ALDH1A1
61,SCGB2A2
62,C16ORF89
63,PI15
64,SDPR
65,DLK1
66,EGR2
67,ADAMTS5
68,"LOC100505614
"
69,PLIN4
70,PPP1R14A
71,WLS
72,FABP4
73,AOX1
74,ANXA1
75,C2ORF40
76,CD200
77,KRT14
78,MIR205HG
79,SPARCL1
80,HCAR3
81,FTO
82,STAC2
83,ITIH2
84,CLDN8
85,EGR3
86,HBA1
87,MAB21L1
88,ZNF204P
89,ADH1B
90,NDNF
91,IGF1
92,CXCL12
93,SH3BGRL2
94,PDGFRL
95,LYVE1
96,CRACR2B
97,EMCN
98,ALOX15B
99,RASSF6
100,AKR1C3
101,NTN4
102,HSPB6
103,CYP26A1
104,TGFBR3
105,MFAP4
106,PON3
107,LRRN4CL
108,HSD17B2
109,SCGB3A1
110,AOC3
111,MUCL1
112,PTGDS
113,CYR61
114,FIGF
115,PROS1
116,GSTM2
117,AFAP1L2
118,ITGA7
119,CFI
120,MIR100HG
121,KCNMB1
122,FMO2
123,CLEC3B
124,FMO1
125,OLFM4
126,TNXB
127,SCGB1D2
128,ITM2A
129,CCL21
130,SOCS2
131,ACTA2
132,TSPAN7
133,KIT
134,EPHX2
135,IL33
136,UGT2B28
137,LTBP2
138,EGF
139,CDO1
140,SPRY2
141,GSTM1
142,ABCA6
143,LOC100131541
144,HBB
145,NR2F1
146,HPGD
147,CHRDL1
148,OLFML3
149,DCN
150,CFD
151,NGFR
152,KLK5
153,WIF1
154,TMTC1
155,EBF1
156,PPAP2B
157,KRT5
158,CA4
159,PDLIM1
160,ADIPOQ
161,GPIHBP1
162,G0S2
163,OLFML2A
164,SAMD5
165,CBX7
166,IGSF10
167,IGF2
168,FOS
169,IGFBP6
170,SCN4B
171,SEMA5A
172,IRX1
173,LAMB3
174,FAM189A2
175,SEMA3G
176,SCARA5
177,GLT8D2
178,PENK
179,CXCL14
180,LTF
181,THRSP
182,SLC7A3
183,TRIL
184,ZNF662
185,GEM
186,TSPAN8
187,TFPI2
188,ARHGAP36
189,COL6A6
190,FHOD3
191,KLHL13
192,GPRASP2
193,PIGR
194,MYH11
195,AZGP1
196,PDGFD
197,ACSM3
198,ZBTB16
199,IGJ
200,MEIS2
201,PDE2A
202,HMGCS2
203,PLSCR4
204,STC2
205,XDH
206,AMIGO2
207,ANKRD29
208,CITED1
209,TCN1
210,GSTM5
211,TAC1
212,LHFP
213,TAGLN
214,PLIN1
215,OLFML1
216,RNF39
217,CALML3
218,PDZK1
219,ACKR1
220,KLF4
221,CNN1
222,ADHFE1
223,PHYHD1
224,TIMP4
225,CFH
226,HOXA5
227,CAV1
228,MIR143HG
229,ANKRD30A
230,INMT
231,EGFLAM
232,LOC100507248
233,SLC28A3
234,CCL28
235,ITIH5
236,PAMR1
237,PROL1
238,ARL4A
239,FCGBP
240,CLDN5
241,FBLN5
242,CD34
