,0
0,GADD45A
1,MSH2
2,ZMIZ1
3,PIAS1
4,PLK1
5,CSNK1D
6,BID
7,PKIA
8,CASP8
9,EP300
10,BAX
11,FILIP1
12,XRCC3
13,CHEK1
14,HMGCR
15,APOBEC3G
16,MYT1
17,TSC1
18,IMPA1
19,JAK1
20,CREB1
21,CDK4
22,RHO
23,BAD
24,BACH1
25,BLM
26,SMAD7
27,FADD
28,CDK2
29,GDI1
30,ATR
31,PHB
32,STAT1
33,RRAS
34,NFKB1
35,NF1
36,DCAKD
37,ESR1
38,CDK7
39,KRAS
40,LGALS13
41,GRN
42,UBE2F
43,TFPI
44,RAD54L
45,BAK1
46,MDM2
47,MMP1
48,ZMYND8
49,TRADD
50,IRS1
51,RALGAPA1
52,USP15
53,RB1
54,MSH6
55,SMAD4
56,RAD51
57,TAB1
58,PML
59,RAD50
60,TSC2
61,SMARCA4
62,FAU
63,AURKA
64,ABL1
65,RPP38
66,PIGR
67,CDC25B
68,GSK3A
69,NUP85
70,ITPKC
71,BRAF
72,CASP3
73,CDH1
74,SMAD1
75,CYP19A1
76,CTNNB1
77,DAG1
78,MTOR
79,BCL2
80,ATM
81,AKT1
82,RAC1
83,BRCA2
84,WEE1
85,EGFR
86,TPR
87,CHEK2
88,ATF1
89,RASGRP3
90,JUN
91,USP16
92,CHUK
93,E2F1
94,CASP9
95,SP1
96,STK11
97,CDC42
98,HDAC1
99,DHTKD1
100,TGFBR1
101,RASGEF1A
102,AR
103,RALA
104,MAPK1
105,MAX
106,BMPR2
107,SIRT1
108,MAP3K13
109,ZNF655
110,USP21
111,HIPK2
112,MAP3K7CL
113,PLK3
114,NAB1
115,SMAD2
116,CDC25A
117,BMPR1A
118,NCOA3
119,AHR
120,MYC
121,NOXA1
122,BRCA1
123,FER
124,CCND1
125,FOXO1
126,PAK1
127,CERK
128,ANXA1
129,JAKMIP1
130,PIK3R2
131,ARAF
132,VEGFA
133,TGFBR2
134,PTEN
135,ERAL1
136,MYCBP2
137,RAP1A
138,BARD1
139,EDAR
140,TP53
141,USP38
142,SMAD6
143,CCNB1IP1
144,RHEB
145,ALKBH1
