,0
0,GADD45A
1,SMEK2
2,MSH2
3,ZMIZ1
4,PIAS1
5,PLK1
6,CSNK1D
7,BID
8,PKIA
9,CASP8
10,EP300
11,BAX
12,FILIP1
13,XRCC3
14,CHEK1
15,HMGCR
16,APOBEC3G
17,MYT1
18,TSC1
19,IMPA1
20,JAK1
21,CREB1
22,CDK4
23,RHO
24,BAD
25,BACH1
26,BLM
27,SMAD7
28,FADD
29,CDK2
30,GDI1
31,ATR
32,PHB
33,STAT1
34,RRAS
35,NFKB1
36,NF1
37,DCAKD
38,ESR1
39,CDK7
40,KRAS
41,LGALS13
42,GRN
43,UBE2F
44,TFPI
45,RAD54L
46,BAK1
47,MDM2
48,MMP1
49,ZMYND8
50,TRADD
51,IRS1
52,RALGAPA1
53,USP15
54,RB1
55,MSH6
56,SMAD4
57,RAD51
58,TAB1
59,PML
60,RAD50
61,TSC2
62,SMARCA4
63,FAU
64,AURKA
65,ABL1
66,RPP38
67,PIGR
68,CDC25B
69,GSK3A
70,NUP85
71,ITPKC
72,BRAF
73,CASP3
74,CDH1
75,SMAD1
76,CYP19A1
77,CTNNB1
78,DAG1
79,MTOR
80,BCL2
81,ATM
82,AKT1
83,RAC1
84,BRCA2
85,WEE1
86,EGFR
87,TPR
88,CHEK2
89,ATF1
90,RASGRP3
91,JUN
92,USP16
93,CHUK
94,E2F1
95,CASP9
96,SP1
97,STK11
98,CDC42
99,MRE11A
100,SMEK1
101,HDAC1
102,DHTKD1
103,TGFBR1
104,RASGEF1A
105,AR
106,RALA
107,MAPK1
108,MAX
109,BMPR2
110,SIRT1
111,MAP3K13
112,ZNF655
113,USP21
114,HIPK2
115,PLK3
116,NAB1
117,SMAD2
118,CDC25A
119,BMPR1A
120,NCOA3
121,AHR
122,MYC
123,NOXA1
124,BRCA1
125,FER
126,CCND1
127,FOXO1
128,PAK1
129,CERK
130,ANXA1
131,JAKMIP1
132,PIK3R2
133,ARAF
134,VEGFA
135,TGFBR2
136,PTEN
137,ERAL1
138,MYCBP2
139,RAP1A
140,BARD1
141,EDAR
142,TP53
143,USP38
144,SMAD6
145,CCNB1IP1
146,RHEB
147,ALKBH1
