,0
0,GADD45A
1,MSH2
2,ODC1
3,ZMIZ1
4,PIAS1
5,PLK1
6,CSNK1D
7,BID
8,PKIA
9,CASP8
10,EP300
11,BAX
12,FILIP1
13,XRCC3
14,CHEK1
15,HMGCR
16,APOBEC3G
17,MYT1
18,TSC1
19,IMPA1
20,JAK1
21,CREB1
22,CDK4
23,RHO
24,BAD
25,BACH1
26,BLM
27,SMAD7
28,FADD
29,CDK2
30,GDI1
31,ATR
32,PHB
33,STAT1
34,RRAS
35,NFKB1
36,NF1
37,DCAKD
38,ESR1
39,CDK7
40,KRAS
41,LGALS13
42,GRN
43,FOSL1
44,UBE2F
45,TFPI
46,RAD54L
47,BAK1
48,MDM2
49,MMP1
50,ZMYND8
51,TRADD
52,IRS1
53,RALGAPA1
54,USP15
55,RB1
56,MSH6
57,SMAD4
58,RAD51
59,TAB1
60,PML
61,RAD50
62,TSC2
63,SMARCA4
64,FAU
65,AURKA
66,ABL1
67,RPP38
68,PIGR
69,CDC25B
70,GSK3A
71,NUP85
72,ITPKC
73,BRAF
74,CASP3
75,CDH1
76,SMAD1
77,CYP19A1
78,CTNNB1
79,DAG1
80,MTOR
81,BCL2
82,ATM
83,AKT1
84,RAC1
85,BRCA2
86,WEE1
87,EGFR
88,TPR
89,CHEK2
90,ATF1
91,RASGRP3
92,JUN
93,USP16
94,CHUK
95,E2F1
96,CASP9
97,SP1
98,STK11
99,CDC42
100,HDAC1
101,DHTKD1
102,TGFBR1
103,RASGEF1A
104,AR
105,RALA
106,MAPK1
107,MAX
108,BMPR2
109,SIRT1
110,MAP3K13
111,ZNF655
112,USP21
113,HIPK2
114,PLK3
115,NAB1
116,SMAD2
117,CDC25A
118,BMPR1A
119,NCOA3
120,AHR
121,MYC
122,NOXA1
123,BRCA1
124,FER
125,CCND1
126,FOXO1
127,PAK1
128,CERK
129,ANXA1
130,JAKMIP1
131,PIK3R2
132,ARAF
133,VEGFA
134,TGFBR2
135,PTEN
136,ERAL1
137,MYCBP2
138,RAP1A
139,BARD1
140,EDAR
141,TP53
142,USP38
143,SMAD6
144,CCNB1IP1
145,RHEB
146,ALKBH1
