,0
0,LOC290071
1,HSP90B1
2,CLDN3
3,ECE1
4,S100A6
5,F13A1
6,ABLIM1
7,HSPA5
8,PC
9,ATP2A1
10,IL4R
11,RPL10A
12,CPA3
13,CLU
14,ARHGDIA
15,SCPEP1
16,CTSH
17,ISCU
18,NDUFB3
19,KDELR2
20,YPEL3
21,FMO1
22,EPAS1
23,MSLN
24,G6PD
25,TAGLN2
26,PRDX1
27,COX4I1
28,MYL1
29,GHR
30,RETSAT
31,LIMD2
32,CCDC80
33,TGIF1
34,LTBP4
35,NSMF
36,CHSY1
37,APLP2
38,LOC100912012
39,ITM2B
40,MFAP4
41,LDHB
42,LOC683399
43,GP2
44,LAPTM4B
45,CD79B
46,TGFBI
47,ACOX1
48,TXNIP
49,UQCRB
50,DYNLT3
51,PLIN4
52,POMP
53,CALU
54,AHNAK
55,TAGLN
56,PXDN
57,FXYD1
58,IGFBP4
59,TMEM47
60,COL4A2
61,NFKBIA
62,TNXB
63,PTPN18
64,SH3BP5
65,TXN1
66,VDAC1
67,LOC100910973
68,RPS2
69,YTHDF2
70,H3F3B
71,MT2A
72,MFAP5
73,CAR3
74,CD74
75,PTPRC
76,TACSTD2
77,SLC1A5
78,SLC25A5
79,ADAMTS1
80,IRF7
81,ADIG
82,COL5A2
83,LOC689226
84,ATP5F1
85,CD37
86,TNS1
87,CTNNB1
88,ALCAM
89,LOC100362049
90,PXMP2
91,PEBP1
92,COL1A1
93,ATP5D
94,CCL2
95,LIPE
96,SEC61B
97,AGT
98,COTL1
99,RPL31
100,RPL18
101,IFI27
102,MCAM
103,PDHB
104,CST6
105,OSTF1
106,CLMP
107,RAMP1
108,CYB5R3
109,TMEM176B
110,GLUD1
111,CITED1
112,CFI
113,TUBB4B
114,CD81
115,GSTM2
116,LOC287167
117,FAM20C
118,HBB
119,RPL15
120,CCND1
121,MT1A
122,IL18
123,UQCR11
124,RPS27A
125,SCD1
126,ANPEP
127,IGH-6
128,TIMP3
129,CD63
130,EMILIN1
131,EHD2
132,PLVAP
133,COL8A1
134,AOC3
135,MMP7
136,PMEPA1
137,SUN2
138,C1S
139,LPL
140,HSPA1B
141,ID3
142,APOD
143,FN1
144,PI16
145,PRKCDBP
146,LSR
147,RAI14
148,DUSP6
149,RTN4
150,TSPO
151,LRG1
152,CLCA1
153,FCNA
154,RPS16
155,NDUFA4
156,BTG1
157,PTK7
158,STK38
159,RT1-BA
160,KRT5
161,MCPT8L2
162,IGFBP7
163,LCN2
164,MUC4
165,RAB14
166,MPC1
167,SPON2
168,TNC
169,PODN
170,NCOR2
171,NNAT
172,RT1-CE12
173,COMT
174,SDCBP
175,SELENBP1
176,COPG2
177,KRT19
178,DPT
179,ALDH2
180,SERPINE2
181,GPC1
182,NDUFB9
183,FAM107B
184,RPL18A
185,REEP5
186,C4A
187,APBB1IP
188,ACSS2
189,PTMS
190,RPS14
191,PMP22
192,JUP
193,MMP14
194,RPL41
195,LOC688473
196,TNNI2
197,CNN3
198,FTH1
199,RAN
200,MYO1C
201,CMA1
202,CALM1
203,PSMB8
204,LXN
205,LTBP3
206,SDPR
207,HSPA8
208,SLC25A3
209,PABPC1
210,MYLPF
211,GM2A
212,RPL8
213,ATP5A1
214,LCP1
215,APMAP
216,ART3
217,SEC61G
218,MYH11
219,CDH1
220,TUBA1C
221,IGFBP2
222,VIM
223,PGRMC2
224,COX1
225,PPAP2B
226,TGM2
227,ST3GAL1
228,LGALS1
229,ADD3
230,CTGF
231,COL5A3
232,COX6C
233,PCK1
234,KRT15
235,ZFP36
236,RBBP7
237,CD164
238,GPX3
239,PDCD4
240,FXYD2
241,IGG-2A
242,SPARC
243,APOE
244,FABP4
245,H19
246,CPXM1
247,STK10
248,WBP5
249,CDC42
250,OGDH
251,SUCLG1
252,CXCL12
253,CD36
254,KLK8
255,VCAM1
256,COL5A1
257,UBC
258,DECR1
259,MGST2
260,AGTR1A
261,LYZ2
262,MYL12B
263,RARRES2
264,SGK1
265,IL17B
266,CHCHD2
267,GAPDH
268,PRSS23
269,RASA3
270,LOC685577
271,OLAH
272,CSAP1
273,ANXA1
274,FASN
275,EEF2
276,NDRG1
277,RPN1
278,GLO1
279,CSRP1
280,GSN
281,TCF7
282,ACTG1
283,RPL34
284,CSN1S1
285,MSI2
286,MGLL
287,PLOD1
288,QDPR
289,ACSL1
290,SEPT1
291,PCOLCE
292,AQP1
293,MORF4L1
294,PCNA
295,BST2
296,ERRFI1
297,FADS3
298,CFD
299,GTF2F2
300,SGCG
301,ECHDC1
302,LY6E
303,PMF31
304,MGP
305,GMFG
306,SAT1
307,SEPP1
308,PTN
309,YWHAQ
310,NID2
311,CALM2
312,CLTA
313,ATP5B
314,RT1-A3
315,SDHA
316,CXCL14
317,RPL10
318,RPLP0
319,GPX2
320,RUNX1
321,SNX5
322,ACTB
323,CIDEA
324,ACACA
325,PPARG
326,LTC4S
327,ACTA2
328,SERPING1
329,EID1
330,MUP5
331,CCL11
332,CD59
333,MDH1
334,CYTB
335,EEF1A1
336,GABARAP
337,LAMP2
338,FAM65B
339,GPD1
340,VWA1
341,B2M
