,0
0,"CH507-396I9.7
"
1,IFIT1
2,TXNDC16
3,SLCO4A1
4,LPCAT3
5,SEL1L
6,GMPR
7,PRKAB2
8,HSPA5
9,SIRT5
10,PEX1
11,CLU
12,GALNT11
13,CCDC71L
14,CMBL
15,GPRIN1
16,CNTRL
17,SLIT2
18,MEX3D
19,H3F3A
20,APCDD1L
21,DVL1
22,LRCH4
23,SGSM2
24,BEND3
25,NSMF
26,ISOC1
27,MIDN
28,FTSJ1
29,AKT3
30,AAGAB
31,NR1H3
32,DHX40
33,CLDN1
34,TAZ
35,ZNF600
36,CNTNAP1
37,ADCK3
38,ABCC10
39,KRTAP2-3
40,TGFBI
41,DYNLT3
42,PER1
43,CALU
44,MCFD2
45,HS6ST1
46,GOPC
47,DNAJA1
48,SPRED1
49,PRDX4
50,STAMBPL1
51,HMGA2
52,ESYT2
53,TIMELESS
54,DDX18
55,RHEBL1
56,FAM168B
57,CNOT7
58,LGALS12
59,HES1
60,CASK
61,ANTXR1
62,RHOT2
63,DPYSL3
64,FANCG
65,STC1
66,ATP9A
67,NGLY1
68,LARP1B
69,TACSTD2
70,CPSF1
71,CENPH
72,WDR83
73,PPP3CA
74,PDE4DIP
75,MAPKAP1
76,UGCG
77,TAF9B
78,IGF2BP2
79,OPLAH
80,SLC6A14
81,CEP170
82,ALAD
83,CC2D1B
84,SSFA2
85,ACAD9
86,BPHL
87,CA12
88,FKBP5
89,EIF2B5
90,FAM234A
91,FAM120A
92,MCAM
93,RBPJ
94,SERPINA3
95,RPRD1A
96,TUBE1
97,HSPB8
98,CHFR
99,ERCC2
100,HDAC1
101,DUSP5
102,ZSWIM4
103,BUB3
104,LIPG
105,CTDSPL
106,GBP1
107,EP400
108,SLC19A2
109,MYC
110,TTC26
111,IL18
112,STX3
113,ZHX1
114,DKK1
115,SCRN1
116,CDCA7L
117,CCNC
118,QARS
119,SLC31A1
120,SEPT11
121,IL10RB
122,TIMP3
123,WDR1
124,THNSL1
125,URB1
126,COL8A1
127,RSL1D1
128,TRIM5
129,AUP1
130,NOP14
131,FN1
132,ELOF1
133,OSBPL1A
134,RBFOX2
135,IAH1
136,PGM1
137,CDKN1A
138,HDAC9
139,SIGMAR1
140,DUSP6
141,NONO
142,MOCOS
143,LRIG1
144,TCEB3
145,MXRA8
146,NRBF2
147,PTGES2
148,RFK
149,PHKA2
150,CHD3
151,SCN5A
152,KRI1
153,FAM49B
154,MPC1
155,HSPA4L
156,RAB7A
157,PLXNB2
158,TRUB2
159,HAUS5
160,PARP3
161,SLC44A2
162,HERC5
163,NUDC
164,LMLN
165,MAGT1
166,GNPDA1
167,MAPK13
168,PDCD6
169,MTIF2
170,PIP4K2B
171,GBA
172,FANCA
173,HKDC1
174,PPP1R37
175,ADAMTS15
176,STS
177,PRR11
178,RNF149
179,PPP3CB
180,C11ORF24
181,CCND3
182,ARL1
183,CHST4
184,TTL
185,TRIM6
186,MYO1C
187,DDX10
188,USP11
189,TMEM97
190,SCG2
191,MSANTD3-TMEFF1
192,TACC1
193,B4GALT1
194,NFXL1
195,SUSD1
196,TSPYL2
197,TSC2
198,CCDC68
199,POFUT2
200,PNPLA6
201,DNMT1
202,NUP85
203,KLF2
204,ERCC5
205,CRK
206,EFEMP1
207,TUBG1
208,SREBF2
209,NOX5
210,EMD
211,RIC8A
212,TNFSF15
213,VARS
214,METAP1D
215,AFAP1
216,LETMD1
217,DERL1
218,KCTD9
219,LAMB2
220,ITGB2
221,MAP2K4
222,SLC39A9
223,ACADVL
224,PEG10
225,SPPL2A
226,VPS11
227,AXL
228,MBTPS1
229,NREP
230,VCAM1
231,CREBL2
232,GRB10
233,FLNC
234,INHBB
235,SGK1
236,IDH3A
237,RASA3
238,GRWD1
239,RTCB
240,SPATA20
241,SEMA3B
242,ERAP1
243,CALD1
244,FASN
245,SCML2
246,TMEM71
247,MUS81
248,RRP36
249,NDRG1
250,IGDCC4
251,SLC8B1
252,SMAP1
253,ELF4
254,LHFPL2
255,FARP2
256,H3F3AP4
257,YBX1
258,XRCC4
259,SLC4A11
260,ACSL1
261,ITPR3
262,UNC119B
263,ZHX2
264,SEC16A
265,UBLCP1
266,FADS3
267,MOK
268,SPG21
269,BOD1
270,CDK19
271,WIPI1
272,STMN3
273,KIF1C
274,GMPPA
275,CTB-50L17.10
276,UNC13D
277,PIP4K2C
278,STK25
279,TAF4B
280,MTRF1L
281,RPTOR
282,AIDA
283,MED21
284,HSP90AA1
285,CPA4
286,COL6A3
287,CDK11B
288,ZNF598
289,IPO4
290,ATF3
291,TRABD2A
292,USP36
293,SNRNP200
294,LSM3
295,KAT2A
296,PSMG4
297,SHISA2
298,STX12
299,RAB3B
300,MTHFD1
301,CD99L2
302,PTPN14
303,XRCC1
304,VAMP7
305,CEMIP
306,MSH5
307,PYGO2
308,PPL
309,CAPZA1
310,TEX261
311,STAG2
312,EPB41L5
313,PLCH1
314,STMN1
315,GBP3
316,SLC27A4
317,FRAS1
318,TPP2
319,JAG1
320,REPS1
321,EHBP1L1
322,SEC62
323,WWTR1
324,ANGPTL2
325,YTHDF3
326,NGRN
327,TRIM44
328,ELF2
329,KCTD18
330,SHARPIN
331,MYO19
332,EHMT2
333,ENTPD4
334,SPTLC2
335,RTTN
336,EIF3B
337,PODXL
338,FLII
339,PYGL
340,NEK7
341,ZNHIT6
342,PREB
343,TRIQK
344,PIK3CD
345,SLC45A4
346,SYTL1
347,DVL2
348,CCS
349,XXYLT1
350,MTA1
351,PARVA
352,EFNB2
353,BANF1
354,PITPNM1
355,NRAS
356,SLK
357,AMPD2
358,C1ORF115
359,EPB41L1
360,POLRMT
361,FARSA
362,"AL161905.1
"
363,MSRB3
364,MYOF
365,TOMM20
366,CPM
367,PTPN1
368,MCL1
369,CDK2AP1
370,RNF144A
371,KAT5
372,RSL24D1
373,MEST
374,GAS2L1
375,FAM217B
376,CYFIP1
377,PPP2R1B
378,INTU
379,FAM129A
380,CDH11
381,C9ORF69
382,GTPBP2
383,SRPRA
384,PPFIBP1
385,PITRM1
386,C11ORF80
387,CEP68
388,RUSC2
389,PLS3
390,LRSAM1
391,MIEF1
392,HDAC6
393,CCDC130
394,UNC13B
395,TBL1XR1
396,TAPT1
397,ASAP3
398,PTPMT1
399,NRDE2
400,MED4
401,MCRS1
402,EGLN3
403,FAM32A
404,ARHGEF10
405,SLC22A15
406,AKAP1
407,LAMC2
408,SEMA3C
409,PDIA4
410,R3HDM2
411,FDFT1
412,PIP4K2A
413,FOSL1
414,NOL6
415,MXD4
416,SLC4A2
417,MAP4K2
418,PSMA4
419,KATNAL1
420,POLR3GL
421,ZFAND3
422,VPS52
423,LRP1
424,PFAS
425,SLC36A1
426,DPAGT1
427,C1ORF27
428,DCTN1
429,NKIRAS1
430,PNPO
431,RHOB
432,MGAT4A
433,F2R
434,AC104534.3
435,CHRNB1
436,CDC37
437,NR1D1
438,TAF1
439,MOV10
440,CAD
441,SGK3
442,FAM65A
443,NRP1
444,OSBPL6
445,AK4
446,LRRC61
447,ME3
448,FRG1
449,TACC3
450,MROH1
451,TMEM65
452,INTS1
453,G3BP2
454,PPP3R1
455,UBE2G1
456,FN3KRP
457,SIDT2
458,RCC1
459,SPAG5
460,GNL1
461,VLDLR
462,C6ORF120
463,NCAPG2
464,PHACTR4
465,ACOT9
466,NSMAF
467,GCN1
468,CDC45
469,COPG1
470,RASGRP3
471,COL6A1
472,GRK5
473,WSB1
474,LRRC20
475,TADA2B
476,CRISPLD2
477,C11ORF54
478,PCYT2
479,LARP4
480,CPNE1
481,PI4KA
482,AC013461.1
483,KIAA0368
484,PHKA1
485,DHCR7
486,ARCN1
487,GATC
488,ESYT1
489,PPP1CC
490,OCLN
491,MET
492,PPP6R1
493,AGRN
494,SLC2A3
