,0
0,RPL26
1,SNORD47
2,ACOT1
3,ATP6AP2
4,UBXN2A
5,PLAC1
6,SDCBP
7,MAGED1
8,RPL17-PS10
9,GAPDH
10,MCM7
11,TFPI2
12,HK2
13,HIBADH
14,HEBP1
15,KPNA2
16,RNASET2A
17,TBRG1
18,SLPI
19,RPL13
20,CLPTM1L
21,CTBP2
22,SNRNP27
23,TRP53INP2
24,SAA3
25,RPL13A
26,RPS27RT
27,RPL22L1
28,NACA
29,NSMCE4A
30,NDUFA4
31,DDX17
32,ACTB
33,CST6
34,GLYCAM1
35,NDUFS2
36,PF4
37,PSMA6
38,OGN
39,BTG2
40,NOP10
41,WFDC2
42,BC094435
43,UQCRH
44,CFD
45,LALBA
46,NDUFB7
47,MUP5
48,CAPZA1
49,PFDN2
50,CTSA
51,ATXN10
52,SERINC3
53,ACTA2
54,RPS7
55,CLDN7
56,CRIP1
57,NHP2L1
58,NAA20
59,ERO1L
60,TSPAN13
61,CD14
62,PPIC
63,DCPP2
64,DBI
65,TRIB3
66,SEPP1
67,UBE2F
68,CD36
69,NUTF2
70,TMSB10
71,SOD2
72,RPL6
73,MBNL1
74,RPL39
75,SFRP2
76,SREBF1
77,PICALM
78,WAP
79,CYTIP
80,GLDC
81,FGFR2
82,GM8225
83,TTPA
84,PTPLAD1
85,TCEAL8
86,HNRNPF
87,ATP6V1C2
88,NR4A1
89,ACTG2
90,RPA3
91,AHSA1
92,AUP1
93,ECHDC1
94,LYZ1
95,MUC15
96,LSM4
97,DHX15
98,ATP5G3
99,C3
100,2310065H11RIK
101,CARKD
102,KLK1
103,DAP
104,NME2
105,CREG1
106,DEPTOR
107,MYL9
108,TMEM165
109,PFKL
110,PKM
111,RPL19
112,SERPINB6A
113,GPNMB
114,UCP2
115,ATP6V1F
116,GTF3A
117,DTD1
118,SPARC
119,CYCS
120,CSTF2T
121,ACTA1
122,PAICS
123,FXYD3
124,COX7A2
125,THBS1
126,CNN3
127,ASS1
128,MAPRE1
129,XDH
130,TPM2
131,GM3601
132,SERPINE1
133,SHISA5
134,NFIX
135,GM10260
136,COL2A1
137,ABCG2
138,MDK
139,RPS6-PS2
140,HEXB
141,SCGB1B27
142,LRG1
143,SPP1
144,PPP4R2
145,XPOT
146,CDC20
147,TFRC
148,ISG20
149,MKI67
150,RPSA
151,NCALD
152,OAZ1
153,RPS27A
154,EEF1A1
155,GM6793
156,4932431P20RIK
157,DAZAP2
158,LYZ2
159,2810004N23RIK
160,TMSB4X
161,FAM162A
162,"RPL17-PS9
"
163,PTCD3
164,KCTD12
165,GLIPR1
166,LDHB
167,VPS4B
168,GSTA4
169,CSTB
170,PYGB
171,PLAGL1
172,VIM
173,CST3
174,EPB4.1L4A
175,HNRNPL
176,PHLDA1
177,GM16374
178,NCL
179,ACTR2
180,ACO2
181,MTIF2
182,ABHD5
183,SRGN
184,FA2H
185,ACP5
186,SIVA1
187,ECM1
188,RBM3
189,GM20253
190,RAB7
191,EMG1
192,GLUL
193,GM2710
194,CTSZ
195,TPI1
196,PCOLCE
197,RPS6KA1
198,ARL5A
199,ADAM9
200,EEF1E1
201,GM12657
202,IL1F9
203,RGS2
204,UBA52
205,IFITM3
206,PPIA
207,HBB-B1
208,TMEM176B
209,FOS
210,ANAPC5
211,BHLHE40
212,HIST1H1C
213,LOX
214,MUCL1
215,YBX3
216,HINT1
217,ACLY
218,EPCAM
219,ANP32B
220,MIF
221,1110008F13RIK
222,TANK
223,CFDP1
224,RNF149
225,ACAA1B
226,DCN
227,JUND
228,FBLIM1
