,0
0,TOMM6
1,DDIT4
2,EEF2
3,PSMD14
4,EEF1B2
5,GTF2IP1
6,RPL36AL
7,SFN
8,UBC
9,SNRPD3
10,SDCBP
11,HSPA8
12,SLC25A5
13,RPS18
14,PTP4A1
15,RPS2
16,GAPDH
17,TOMM20
18,RPL27
19,RPL28
20,TMA7
21,ARMCX6
22,ERH
23,HSPA1A
24,RPLP0
25,SET
26,TPT1
27,NCL
28,B2M
29,GSTM3
30,RPL23A
31,SOCS2
32,PSAP
33,RPL13A
34,EGR3
35,RPL5
36,CD63
37,RPL13AP6
38,NPM1
39,ACTB
40,FDFT1
41,HSPH1
42,TPBG
43,HADHB
44,XBP1
45,RPS29
46,MORF4L1
47,DSP
48,KLF10
49,RPS19
50,IFITM3
51,UBA52
52,PPIA
53,RPS26
54,GATA3
55,CD24
56,RPL8
57,STARD7
58,IER3
59,DBI
60,CEBPB
61,SEPP1
62,EPCAM
63,SLC38A2
64,RPL30
65,ANP32B
66,CD81
67,PARK7
68,ACTR3
69,YPEL5
70,SPCS1
71,CXCL12
72,PRPF19
73,ATP1B1
74,RPS6
75,HSP90AA1
76,TRIM37
77,ATP1B3
78,PSMB5
79,DHCR24
80,ACTG1
81,GNAS
82,TBCA
83,TACSTD2
84,FTH1
85,H3F3AP4
86,RPL35
87,CSTA
88,TMBIM6
89,TUBA1A
90,IARS
91,HIST1H2AC
92,KLHDC2
93,PPT1
94,RPL12
95,CCNG2
96,RPS17
97,RPL37A
98,REEP5
99,TOB1
100,C20ORF24
101,EIF3CL
102,ABAT
103,ARF6
104,EIF4A1
105,GABARAPL2
106,C14ORF166
107,TUBA1C
108,COX7A2
109,NARS
110,RPL31
111,FAU
112,TFAP2C
113,RPS16
114,PDIA6
115,BAMBI
116,EIF3E
117,ODC1
118,MLPH
119,PPA1
120,CNBP
121,RPS4X
122,ZFP36L2
123,CBX3
124,CCT3
125,LDHA
126,DHRS2
127,EEF1A1
128,EEF1G
