,0
0,CD93
1,WDR46
2,HTATSF1
3,GM42742
4,SMG5
5,DEK
6,RPS10-PS2
7,GPT2
8,ACOT2
9,MRGPRE
10,9930111J21RIK2
11,HDGFRP2
12,ATP1A1
13,EDC4
14,GM17641
15,MSL3L2
16,HNRNPDL
17,GM14388
18,ERCC6L
19,PARD6A
20,HDC
21,APOBR
22,ZFP882
23,ZFP322A
24,BCL2L2
25,EBF1
26,ACADL
27,TRIAP1
28,SMIM3
29,GM21378
30,WDR24
31,TNRC6A
32,EFCAB7
33,ENTPD1
34,TRAV6-3
35,GM9797
36,TRAF3IP1
37,BIVM
38,FOSB
39,CHSY1
40,DNAJC7
41,SKAP2
42,TRAV9D-4
43,RAPH1
44,GM5483
45,GSKIP
46,GALNT12
47,SGTB
48,DYNLT3
49,GPS2
50,TMEM254C
51,KCNK6
52,RPRD1B
53,MPV17
54,GM9800
55,GHITM
56,SKA1
57,GPATCH11
58,HIST2H2AA2
59,SARS2
60,TPM1
61,MAP1B
62,TGTP1
63,METTL21A
64,H3F3B
65,OLFM1
66,KIF1B
67,ATG2B
68,C130026I21RIK
69,DNAJC1
70,SSSCA1
71,GM5787
72,ACTN1
73,DFFB
74,DSCC1
75,ARL3
76,BBOF1
77,CD24A
78,IRF7
79,YBEY
80,CD8A
81,NLE1
82,TCEANC2
83,GM14292
84,ARSA
85,SPATA5
86,IFI47
87,HINT1
88,CNOT10
89,SIKE1
90,CTH
91,DUSP3
92,RPL5-PS1
93,ABI2
94,YIF1A
95,FAR2
96,ERDR1
97,PSAT1
98,PLEKHM3
99,GM20900
100,CCDC9
101,GM11960
102,TNFRSF21
103,DTWD2
104,FLYWCH2
105,GM20784
106,PTGES3L
107,TTI1
108,ZBTB10
109,SLC6A9
110,TMEM159
111,TTYH3
112,GM8898
113,WDR74
114,CD248
115,ZBTB40
116,SCLT1
117,METTL7A1
118,TMEM256
119,FDXACB1
120,RPSA-PS1
121,HSPH1
122,BET1
123,RGS19
124,ADGRL1
125,PCK2
126,RHBDD1
127,GM14735
128,POLR3H
129,TAF3
130,RPS6-PS3
