,0
0,GADD45A
1,MSH2
2,ODC1
3,ZMIZ1
4,PIAS1
5,PLK1
6,CSNK1D
7,BID
8,PKIA
9,CASP8
10,EP300
11,BAX
12,FILIP1
13,XRCC3
14,CHEK1
15,HMGCR
16,APOBEC3G
17,MYT1
18,MRE11
19,TSC1
20,IMPA1
21,JAK1
22,CREB1
23,CDK4
24,RHO
25,BAD
26,BACH1
27,BLM
28,SMAD7
29,FADD
30,CDK2
31,GDI1
32,ATR
33,PHB
34,STAT1
35,RRAS
36,NFKB1
37,NF1
38,DCAKD
39,ESR1
40,CDK7
41,KRAS
42,LGALS13
43,GRN
44,FOSL1
45,UBE2F
46,TFPI
47,RAD54L
48,BAK1
49,MDM2
50,MMP1
51,ZMYND8
52,TRADD
53,IRS1
54,RALGAPA1
55,USP15
56,RB1
57,MSH6
58,SMAD4
59,RAD51
60,"PPP4R3A
"
61,TAB1
62,PML
63,RAD50
64,TSC2
65,SMARCA4
66,FAU
67,AURKA
68,ABL1
69,RPP38
70,PIGR
71,CDC25B
72,GSK3A
73,NUP85
74,ITPKC
75,BRAF
76,CASP3
77,CDH1
78,SMAD1
79,CYP19A1
80,CTNNB1
81,DAG1
82,MTOR
83,BCL2
84,ATM
85,AKT1
86,RAC1
87,BRCA2
88,WEE1
89,EGFR
90,TPR
91,CHEK2
92,ATF1
93,PPP4R3B
94,RASGRP3
95,JUN
96,USP16
97,CHUK
98,E2F1
99,CASP9
100,SP1
101,STK11
102,CDC42
103,HDAC1
104,DHTKD1
105,TGFBR1
106,RASGEF1A
107,AR
108,RALA
109,MAPK1
110,MAX
111,BMPR2
112,SIRT1
113,MAP3K13
114,ZNF655
115,USP21
116,HIPK2
117,MAP3K7CL
118,PLK3
119,NAB1
120,SMAD2
121,CDC25A
122,BMPR1A
123,NCOA3
124,AHR
125,MYC
126,NOXA1
127,BRCA1
128,FER
129,CCND1
130,FOXO1
131,PAK1
132,CERK
133,ANXA1
134,JAKMIP1
135,PIK3R2
136,ARAF
137,VEGFA
138,TGFBR2
139,PTEN
140,ERAL1
141,MYCBP2
142,RAP1A
143,BARD1
144,EDAR
145,TP53
146,USP38
147,SMAD6
148,CCNB1IP1
149,RHEB
150,ALKBH1
