,0
0,GAA
1,"GM43302
"
2,NOL11
3,ADGRG3
4,MRGPRE
5,9930111J21RIK2
6,ESPN
7,PTAFR
8,FZR1
9,IGHV5-9
10,NAMPT
11,CRIM1
12,SRP54B
13,IFI44
14,NAV1
15,KIF11
16,C920025E04RIK
17,PUS7
18,D10WSU102E
19,MUC20
20,FMO1
21,FAM210B
22,HK3
23,EPHA3
24,DIMT1
25,TRAV7D-4
26,ITGA1
27,RNASEL
28,TPI1
29,AKNA
30,CD163L1
31,MAN2A2
32,GM21967
33,FPGS
34,RBMXL1
35,GOLT1B
36,TGFBI
37,NHSL2
38,ANKRD44
39,TMEM254C
40,ITGA4
41,ADGRG5
42,NOLC1
43,RYBP
44,CHD9
45,GM15429
46,GM14305
47,DRG1
48,NUFIP1
49,NUSAP1
50,AMD1
51,EEF1E1
52,CCNYL1
53,DDX51
54,CCDC28B
55,AURKB
56,HIST1H2BK
57,DUSP2
58,SOSTDC1
59,GM13680
60,CASK
61,C130026I21RIK
62,ERLIN1
63,NGLY1
64,WDR83
65,CAR12
66,THAP3
67,SLC15A2
68,FAM129C
69,PQLC1
70,CD8B1
71,PLOD3
72,IGKV8-19
73,ATP9B
74,ADSS
75,CD8A
76,CSPRS
77,MBNL1
78,ALAD
79,GM14292
80,IFI47
81,RAB3GAP1
82,CEP44
83,H2AFX
84,ITGAE
85,GM9770
86,SVBP
87,ABCA1
88,EIF4A-PS4
89,NOCT
90,COTL1
91,RAB11FIP4
92,RABGGTB
93,GM12537
94,EPC1
95,TBC1D4
96,EIF5A
97,RNF167
98,PTGER1
99,CHCHD10
100,HN1L
101,2310036O22RIK
102,TNFRSF21
103,ZFP53
104,ZXDC
105,CD84
106,RRP1B
107,NANP
108,ZFP746
109,GCNT1
110,FAAH
111,UBE2C
112,C530008M17RIK
113,SLC29A1
114,PDCD1
115,RNASEH2A
116,PAK1
117,AIPL1
118,TNFSF8
119,PYDC3
120,SLC31A1
121,TSR1
122,XLR3A
123,TNFRSF26
124,ZFP472
125,GPBP1L1
126,SUN2
127,GAS2L3
128,RASSF5
129,OSBPL7
130,TRAV14-3
131,ARHGAP31
132,PIRB
133,NOP14
134,IL1B
135,AFF3
136,ODC1
137,CDKN1A
138,R3HDM4
139,CTSS
140,GM2223
141,SIGMAR1
142,RAP1GAP2
143,EIF2S3Y
144,TRAV7-2
145,RNPEPL1
146,IGKV10-94
147,STK38
148,PLEK
149,IARS
150,4930503L19RIK
151,TUBGCP2
152,PHTF2
153,HMGCR
154,WISP1
155,IGFBP7
156,DYM
157,GBP10
158,CREG1
159,CDR2
160,UTP14B
161,MPHOSPH9
162,TSPAN4
163,1700049G17RIK
164,ZFP868
165,WDR43
166,NAPRT
167,TMEM254B
168,GPC1
169,PREP
170,ATP8B4
171,ITPRIPL2
172,GM4540
173,PTMS
174,VASP
175,GM6161
176,TIAM1
177,MXD3
